,latitude,longitude,elevation,time,elevation_diff,distance_diff
0,63.37647998705506,10.311491377651691,181.39999389648438,2022-02-02 18:15:29+00:00,0.0,0.0
1,63.37645844556391,10.311477882787585,181.39999389648438,2022-02-02 18:15:30+00:00,0.0,2.49
2,63.37644075974822,10.311466064304113,181.39999389648438,2022-02-02 18:15:31+00:00,0.0,2.05
3,63.37642592377961,10.311454916372895,181.60000610351562,2022-02-02 18:15:32+00:00,0.20001220703125,1.74
4,63.37640706449747,10.31144150532782,181.60000610351562,2022-02-02 18:15:33+00:00,0.0,2.2
5,63.37638258934021,10.311434883624315,181.60000610351562,2022-02-02 18:15:34+00:00,0.0,2.74
6,63.376360377296805,10.311423148959875,181.60000610351562,2022-02-02 18:15:35+00:00,0.0,2.54
7,63.376334477216005,10.311402529478073,181.60000610351562,2022-02-02 18:15:36+00:00,0.0,3.06
8,63.376303212717175,10.311381071805954,181.60000610351562,2022-02-02 18:15:37+00:00,0.0,3.64
9,63.3762744627893,10.311362044885755,181.60000610351562,2022-02-02 18:15:38+00:00,0.0,3.33
10,63.376246048137546,10.311344526708126,181.60000610351562,2022-02-02 18:15:39+00:00,0.0,3.28
11,63.37621880695224,10.31131636351347,181.8000030517578,2022-02-02 18:15:40+00:00,0.1999969482421875,3.34
12,63.37619206868112,10.31129490584135,182.0,2022-02-02 18:15:41+00:00,0.1999969482421875,3.16
13,63.37616449221969,10.3112802375108,182.0,2022-02-02 18:15:42+00:00,0.0,3.15
14,63.376142866909504,10.311264395713806,182.1999969482422,2022-02-02 18:15:43+00:00,0.1999969482421875,2.53
15,63.376119481399655,10.311254672706127,182.60000610351562,2022-02-02 18:15:44+00:00,0.4000091552734375,2.65
16,63.376088719815016,10.31125433743,182.8000030517578,2022-02-02 18:15:45+00:00,0.1999969482421875,3.42
17,63.376056868582964,10.311255594715476,183.0,2022-02-02 18:15:46+00:00,0.1999969482421875,3.54
18,63.376028118655086,10.311248805373907,183.0,2022-02-02 18:15:47+00:00,0.0,3.21
19,63.376028118655086,10.311248805373907,183.1999969482422,2022-02-02 18:15:48+00:00,0.1999969482421875,0.0
20,63.37596969678998,10.311252493411303,183.1999969482422,2022-02-02 18:15:49+00:00,0.0,6.5
21,63.3759462274611,10.311251655220985,183.1999969482422,2022-02-02 18:15:50+00:00,0.0,2.61
22,63.375916639342904,10.311249978840351,183.1999969482422,2022-02-02 18:15:51+00:00,0.0,3.29
23,63.375895684584975,10.311244446784258,183.39999389648438,2022-02-02 18:15:52+00:00,0.1999969482421875,2.35
24,63.37587154470384,10.311231287196279,183.60000610351562,2022-02-02 18:15:53+00:00,0.20001220703125,2.76
25,63.37584983557463,10.311218714341521,184.0,2022-02-02 18:15:54+00:00,0.399993896484375,2.49
26,63.37583340704441,10.311207482591271,184.1999969482422,2022-02-02 18:15:55+00:00,0.1999969482421875,1.91
27,63.3758167270571,10.311203375458717,184.39999389648438,2022-02-02 18:15:56+00:00,0.1999969482421875,1.87
28,63.3758167270571,10.311203375458717,184.39999389648438,2022-02-02 18:15:57+00:00,0.0,0.0
29,63.37578361853957,10.311223911121488,184.8000030517578,2022-02-02 18:15:58+00:00,0.4000091552734375,3.82
30,63.37576920166612,10.31123866327107,185.0,2022-02-02 18:15:59+00:00,0.1999969482421875,1.76
31,63.37575310841203,10.311252996325493,185.1999969482422,2022-02-02 18:16:00+00:00,0.1999969482421875,1.93
32,63.375731902197,10.311261713504791,185.39999389648438,2022-02-02 18:16:01+00:00,0.1999969482421875,2.4
33,63.375708516687155,10.311268670484424,185.60000610351562,2022-02-02 18:16:02+00:00,0.20001220703125,2.62
34,63.37568286806345,10.311272609978914,185.8000030517578,2022-02-02 18:16:03+00:00,0.1999969482421875,2.86
35,63.375658644363284,10.311267329379916,185.8000030517578,2022-02-02 18:16:04+00:00,0.0,2.71
36,63.37563693523407,10.311258863657713,186.0,2022-02-02 18:16:05+00:00,0.1999969482421875,2.45
